train_loss,train_acc_step,epoch,step,val_acc_step,val_loss,val_acc_epoch,train_acc_epoch,test_acc_step,test_loss,test_acc_epoch
,,,1585,0.75,,,,,,
,,,1586,0.78125,,,,,,
,,,1587,0.65625,,,,,,
,,,1588,0.71875,,,,,,
,,,1589,0.84375,,,,,,
,,,1590,0.78125,,,,,,
,,,1591,0.65625,,,,,,
,,,1592,0.78125,,,,,,
,,,1593,0.71875,,,,,,
,,,1594,0.8125,,,,,,
,,,1595,0.75,,,,,,
,,,1596,0.75,,,,,,
,,,1597,0.59375,,,,,,
,,,1598,0.6875,,,,,,
,,,1599,0.78125,,,,,,
,,,1600,0.59375,,,,,,
,,,1601,0.71875,,,,,,
,,,1602,0.78125,,,,,,
,,,1603,0.78125,,,,,,
,,,1604,0.9375,,,,,,
,,,1605,0.875,,,,,,
,,,1606,0.84375,,,,,,
,,,1607,0.84375,,,,,,
,,,1608,0.75,,,,,,
,,,1609,0.875,,,,,,
,,,1610,0.84375,,,,,,
,,,1611,0.6875,,,,,,
,,,1612,0.84375,,,,,,
,,,1613,0.84375,,,,,,
,,,1614,0.78125,,,,,,
,,,1615,0.8125,,,,,,
,,,1616,0.75,,,,,,
,,,1617,0.6875,,,,,,
,,,1618,0.8125,,,,,,
,,,1619,0.78125,,,,,,
,,,1620,0.84375,,,,,,
,,,1621,0.8125,,,,,,
,,,1622,0.78125,,,,,,
,,,1623,0.65625,,,,,,
,,,1624,0.875,,,,,,
,,,1625,0.75,,,,,,
,,,1626,0.84375,,,,,,
,,,1627,0.8125,,,,,,
,,,1628,0.75,,,,,,
,,,1629,0.71875,,,,,,
,,,1630,0.71875,,,,,,
,,,1631,0.6875,,,,,,
,,,1632,0.8125,,,,,,
,,,1633,0.84375,,,,,,
,,,1634,0.6875,,,,,,
,,,1635,0.71875,,,,,,
,,,1636,0.71875,,,,,,
,,,1637,0.8125,,,,,,
,,,1638,0.84375,,,,,,
,,,1639,0.6875,,,,,,
,,,1640,0.8125,,,,,,
,,,1641,0.78125,,,,,,
,,,1642,0.90625,,,,,,
,,,1643,0.78125,,,,,,
,,,1644,0.875,,,,,,
,,,1645,0.84375,,,,,,
,,,1646,0.875,,,,,,
,,,1647,0.875,,,,,,
,,,1648,0.75,,,,,,
,,,1649,0.75,,,,,,
,,,1650,0.78125,,,,,,
,,,1651,0.78125,,,,,,
,,,1652,0.84375,,,,,,
,,,1653,0.75,,,,,,
,,,1654,0.71875,,,,,,
,,,1655,0.75,,,,,,
,,,1656,0.875,,,,,,
,,,1657,0.78125,,,,,,
,,,1658,0.75,,,,,,
,,,1659,0.8125,,,,,,
,,,1660,0.8125,,,,,,
,,,1661,0.53125,,,,,,
,,,1662,0.71875,,,,,,
,,,1663,0.65625,,,,,,
,,,1664,0.6875,,,,,,
,,,1665,0.78125,,,,,,
,,,1666,0.9375,,,,,,
,,,1667,0.75,,,,,,
,,,1668,0.71875,,,,,,
,,,1669,0.84375,,,,,,
,,,1670,0.71875,,,,,,
,,,1671,0.6875,,,,,,
,,,1672,0.90625,,,,,,
,,,1673,0.6875,,,,,,
,,,1674,0.75,,,,,,
,,,1675,0.75,,,,,,
,,,1676,0.84375,,,,,,
,,,1677,0.9375,,,,,,
,,,1678,0.8125,,,,,,
,,,1679,0.75,,,,,,
,,,1680,0.75,,,,,,
,,,1681,0.84375,,,,,,
,,,1682,0.8125,,,,,,
,,,1683,0.71875,,,,,,
,,,1684,0.71875,,,,,,
,,,1685,0.8125,,,,,,
,,,1686,0.71875,,,,,,
,,,1687,0.75,,,,,,
,,,1688,0.78125,,,,,,
,,,1689,0.84375,,,,,,
,,,1690,0.75,,,,,,
,,,1691,0.84375,,,,,,
,,,1692,0.78125,,,,,,
,,,1693,0.84375,,,,,,
,,,1694,0.8125,,,,,,
,,,1695,0.84375,,,,,,
,,,1696,0.71875,,,,,,
,,,1697,0.75,,,,,,
,,,1698,0.65625,,,,,,
,,,1699,0.78125,,,,,,
,,,1700,0.875,,,,,,
,,,1701,0.90625,,,,,,
,,,1702,0.78125,,,,,,
,,,1703,0.8125,,,,,,
,,,1704,0.875,,,,,,
,,,1705,0.75,,,,,,
,,,1706,0.8125,,,,,,
,,,1707,0.8125,,,,,,
,,,1708,0.90625,,,,,,
,,,1709,0.6875,,,,,,
,,,1710,0.875,,,,,,
,,,1711,0.71875,,,,,,
,,,1712,0.8125,,,,,,
,,,1713,0.8125,,,,,,
,,,1714,0.84375,,,,,,
,,,1715,0.8125,,,,,,
,,,1716,0.8125,,,,,,
,,,1717,0.84375,,,,,,
,,,1718,0.84375,,,,,,
,,,1719,0.84375,,,,,,
,,,1720,0.90625,,,,,,
,,,1721,0.84375,,,,,,
,,,1722,0.875,,,,,,
,,,1723,0.59375,,,,,,
,,,1724,0.78125,,,,,,
,,,1725,0.875,,,,,,
,,,1726,0.75,,,,,,
,,10,15476,,0.6428976655006409,0.781000018119812,,,,
,,10,15476,,,,0.7955555319786072,,,
0.45451459288597107,0.875,11,15499,,,,,,,
0.42084378004074097,0.84375,11,15549,,,,,,,
0.7477014660835266,0.6875,11,15599,,,,,,,
0.8887596726417542,0.78125,11,15649,,,,,,,
0.4115433692932129,0.78125,11,15699,,,,,,,
0.5821579098701477,0.78125,11,15749,,,,,,,
0.5640136003494263,0.78125,11,15799,,,,,,,
0.4626615643501282,0.875,11,15849,,,,,,,
0.6550127863883972,0.84375,11,15899,,,,,,,
0.7751423716545105,0.75,11,15949,,,,,,,
0.7276822328567505,0.75,11,15999,,,,,,,
0.8018778562545776,0.75,11,16049,,,,,,,
0.8032776713371277,0.6875,11,16099,,,,,,,
0.8903078436851501,0.71875,11,16149,,,,,,,
0.46200230717658997,0.84375,11,16199,,,,,,,
0.40065839886665344,0.875,11,16249,,,,,,,
0.5608147382736206,0.75,11,16299,,,,,,,
0.5776767730712891,0.6875,11,16349,,,,,,,
0.621673047542572,0.75,11,16399,,,,,,,
0.45676782727241516,0.875,11,16449,,,,,,,
0.7467243075370789,0.71875,11,16499,,,,,,,
0.6264049410820007,0.6875,11,16549,,,,,,,
0.5722951889038086,0.8125,11,16599,,,,,,,
0.5296260714530945,0.71875,11,16649,,,,,,,
0.2944144308567047,0.9375,11,16699,,,,,,,
0.5866339802742004,0.75,11,16749,,,,,,,
0.1942676156759262,0.9375,11,16799,,,,,,,
0.3029269874095917,0.84375,11,16849,,,,,,,
,,,1727,0.875,,,,,,
,,,1728,0.71875,,,,,,
,,,1729,0.78125,,,,,,
,,,1730,0.75,,,,,,
,,,1731,0.90625,,,,,,
,,,1732,0.75,,,,,,
,,,1733,0.8125,,,,,,
,,,1734,0.78125,,,,,,
,,,1735,0.65625,,,,,,
,,,1736,0.65625,,,,,,
,,,1737,0.71875,,,,,,
,,,1738,0.78125,,,,,,
,,,1739,0.875,,,,,,
,,,1740,0.78125,,,,,,
,,,1741,0.78125,,,,,,
,,,1742,0.8125,,,,,,
,,,1743,0.75,,,,,,
,,,1744,0.78125,,,,,,
,,,1745,0.71875,,,,,,
,,,1746,0.78125,,,,,,
,,,1747,0.6875,,,,,,
,,,1748,0.84375,,,,,,
,,,1749,0.75,,,,,,
,,,1750,0.71875,,,,,,
,,,1751,0.9375,,,,,,
,,,1752,0.90625,,,,,,
,,,1753,0.75,,,,,,
,,,1754,0.84375,,,,,,
,,,1755,0.75,,,,,,
,,,1756,0.84375,,,,,,
,,,1757,0.625,,,,,,
,,,1758,0.84375,,,,,,
,,,1759,0.6875,,,,,,
,,,1760,0.75,,,,,,
,,,1761,0.9375,,,,,,
,,,1762,0.9375,,,,,,
,,,1763,0.78125,,,,,,
,,,1764,0.84375,,,,,,
,,,1765,0.78125,,,,,,
,,,1766,0.8125,,,,,,
,,,1767,0.9375,,,,,,
,,,1768,0.71875,,,,,,
,,,1769,0.875,,,,,,
,,,1770,0.6875,,,,,,
,,,1771,0.6875,,,,,,
,,,1772,0.90625,,,,,,
,,,1773,0.8125,,,,,,
,,,1774,0.6875,,,,,,
,,,1775,0.8125,,,,,,
,,,1776,0.84375,,,,,,
,,,1777,0.78125,,,,,,
,,,1778,0.84375,,,,,,
,,,1779,0.78125,,,,,,
,,,1780,0.6875,,,,,,
,,,1781,0.875,,,,,,
,,,1782,0.84375,,,,,,
,,,1783,0.78125,,,,,,
,,,1784,0.75,,,,,,
,,,1785,0.75,,,,,,
,,,1786,0.78125,,,,,,
,,,1787,0.8125,,,,,,
,,,1788,0.75,,,,,,
,,,1789,0.78125,,,,,,
,,,1790,0.84375,,,,,,
,,,1791,0.75,,,,,,
,,,1792,0.625,,,,,,
,,,1793,0.84375,,,,,,
,,,1794,0.8125,,,,,,
,,,1795,0.875,,,,,,
,,,1796,0.6875,,,,,,
,,,1797,0.8125,,,,,,
,,,1798,0.6875,,,,,,
,,,1799,0.8125,,,,,,
,,,1800,0.75,,,,,,
,,,1801,0.96875,,,,,,
,,,1802,0.8125,,,,,,
,,,1803,0.84375,,,,,,
,,,1804,0.90625,,,,,,
,,,1805,0.6875,,,,,,
,,,1806,0.78125,,,,,,
,,,1807,0.78125,,,,,,
,,,1808,0.84375,,,,,,
,,,1809,0.96875,,,,,,
,,,1810,0.78125,,,,,,
,,,1811,0.78125,,,,,,
,,,1812,0.78125,,,,,,
,,,1813,0.90625,,,,,,
,,,1814,0.78125,,,,,,
,,,1815,0.75,,,,,,
,,,1816,0.8125,,,,,,
,,,1817,0.71875,,,,,,
,,,1818,0.6875,,,,,,
,,,1819,0.71875,,,,,,
,,,1820,0.71875,,,,,,
,,,1821,0.84375,,,,,,
,,,1822,0.6875,,,,,,
,,,1823,0.84375,,,,,,
,,,1824,0.65625,,,,,,
,,,1825,0.75,,,,,,
,,,1826,0.6875,,,,,,
,,,1827,0.84375,,,,,,
,,,1828,0.6875,,,,,,
,,,1829,0.875,,,,,,
,,,1830,0.8125,,,,,,
,,,1831,0.8125,,,,,,
,,,1832,0.78125,,,,,,
,,,1833,0.84375,,,,,,
,,,1834,0.71875,,,,,,
,,,1835,0.78125,,,,,,
,,,1836,0.84375,,,,,,
,,,1837,0.6875,,,,,,
,,,1838,0.78125,,,,,,
,,,1839,0.8125,,,,,,
,,,1840,0.71875,,,,,,
,,,1841,0.75,,,,,,
,,,1842,0.6875,,,,,,
,,,1843,0.75,,,,,,
,,,1844,0.6875,,,,,,
,,,1845,0.84375,,,,,,
,,,1846,0.84375,,,,,,
,,,1847,0.75,,,,,,
,,,1848,0.8125,,,,,,
,,,1849,0.8125,,,,,,
,,,1850,0.6875,,,,,,
,,,1851,0.8125,,,,,,
,,,1852,0.84375,,,,,,
,,,1853,0.71875,,,,,,
,,,1854,0.71875,,,,,,
,,,1855,0.8125,,,,,,
,,,1856,0.78125,,,,,,
,,,1857,0.90625,,,,,,
,,,1858,0.84375,,,,,,
,,,1859,0.71875,,,,,,
,,,1860,0.78125,,,,,,
,,,1861,0.71875,,,,,,
,,,1862,0.84375,,,,,,
,,,1863,0.90625,,,,,,
,,,1864,0.8125,,,,,,
,,,1865,0.90625,,,,,,
,,,1866,0.71875,,,,,,
,,,1867,0.875,,,,,,
,,,1868,0.78125,,,,,,
,,,1869,0.78125,,,,,,
,,,1870,0.75,,,,,,
,,,1871,0.8125,,,,,,
,,,1872,0.6875,,,,,,
,,,1873,0.9375,,,,,,
,,,1874,0.78125,,,,,,
,,,1875,0.75,,,,,,
,,,1876,0.75,,,,,,
,,,1877,0.875,,,,,,
,,,1878,0.78125,,,,,,
,,,1879,0.875,,,,,,
,,,1880,0.59375,,,,,,
,,,1881,0.84375,,,,,,
,,,1882,0.8125,,,,,,
,,,1883,0.625,,,,,,
,,11,16883,,0.608598530292511,0.7871999740600586,,,,
,,11,16883,,,,0.8054888844490051,,,
0.38001564145088196,0.875,12,16899,,,,,,,
0.4142768383026123,0.84375,12,16949,,,,,,,
0.5680648684501648,0.78125,12,16999,,,,,,,
0.6942270398139954,0.6875,12,17049,,,,,,,
0.6182146668434143,0.75,12,17099,,,,,,,
0.4694179594516754,0.8125,12,17149,,,,,,,
0.7890499830245972,0.78125,12,17199,,,,,,,
0.60710209608078,0.78125,12,17249,,,,,,,
0.40748459100723267,0.90625,12,17299,,,,,,,
1.2314603328704834,0.5625,12,17349,,,,,,,
0.4585062861442566,0.84375,12,17399,,,,,,,
0.3654979169368744,0.90625,12,17449,,,,,,,
0.47698864340782166,0.9375,12,17499,,,,,,,
0.44771113991737366,0.875,12,17549,,,,,,,
0.5454841256141663,0.8125,12,17599,,,,,,,
0.4715770184993744,0.84375,12,17649,,,,,,,
0.599655032157898,0.78125,12,17699,,,,,,,
0.855378270149231,0.71875,12,17749,,,,,,,
0.37636247277259827,0.875,12,17799,,,,,,,
0.3867511451244354,0.9375,12,17849,,,,,,,
0.3066123127937317,0.84375,12,17899,,,,,,,
0.4535403549671173,0.8125,12,17949,,,,,,,
0.5236939787864685,0.78125,12,17999,,,,,,,
0.2963756322860718,0.84375,12,18049,,,,,,,
0.4749201834201813,0.84375,12,18099,,,,,,,
0.7991194128990173,0.71875,12,18149,,,,,,,
0.6531552076339722,0.875,12,18199,,,,,,,
0.8080269694328308,0.75,12,18249,,,,,,,
,,,1884,0.875,,,,,,
,,,1885,0.6875,,,,,,
,,,1886,0.78125,,,,,,
,,,1887,0.6875,,,,,,
,,,1888,0.84375,,,,,,
,,,1889,0.6875,,,,,,
,,,1890,0.78125,,,,,,
,,,1891,0.75,,,,,,
,,,1892,0.6875,,,,,,
,,,1893,0.84375,,,,,,
,,,1894,0.78125,,,,,,
,,,1895,0.8125,,,,,,
,,,1896,0.65625,,,,,,
,,,1897,0.78125,,,,,,
,,,1898,0.78125,,,,,,
,,,1899,0.84375,,,,,,
,,,1900,0.84375,,,,,,
,,,1901,0.6875,,,,,,
,,,1902,0.75,,,,,,
,,,1903,0.75,,,,,,
,,,1904,0.78125,,,,,,
,,,1905,0.78125,,,,,,
,,,1906,0.78125,,,,,,
,,,1907,0.75,,,,,,
,,,1908,0.78125,,,,,,
,,,1909,0.8125,,,,,,
,,,1910,0.8125,,,,,,
,,,1911,0.84375,,,,,,
,,,1912,0.875,,,,,,
,,,1913,0.65625,,,,,,
,,,1914,0.5625,,,,,,
,,,1915,0.78125,,,,,,
,,,1916,0.65625,,,,,,
,,,1917,0.75,,,,,,
,,,1918,0.90625,,,,,,
,,,1919,0.875,,,,,,
,,,1920,0.625,,,,,,
,,,1921,0.84375,,,,,,
,,,1922,0.75,,,,,,
,,,1923,0.78125,,,,,,
,,,1924,0.8125,,,,,,
,,,1925,0.65625,,,,,,
,,,1926,0.875,,,,,,
,,,1927,0.90625,,,,,,
,,,1928,0.6875,,,,,,
,,,1929,0.84375,,,,,,
,,,1930,0.84375,,,,,,
,,,1931,0.6875,,,,,,
,,,1932,0.71875,,,,,,
,,,1933,0.78125,,,,,,
,,,1934,0.875,,,,,,
,,,1935,0.875,,,,,,
,,,1936,0.84375,,,,,,
,,,1937,0.71875,,,,,,
,,,1938,0.84375,,,,,,
,,,1939,0.8125,,,,,,
,,,1940,0.71875,,,,,,
,,,1941,0.78125,,,,,,
,,,1942,0.78125,,,,,,
,,,1943,0.71875,,,,,,
,,,1944,0.78125,,,,,,
,,,1945,0.59375,,,,,,
,,,1946,0.8125,,,,,,
,,,1947,0.90625,,,,,,
,,,1948,0.84375,,,,,,
,,,1949,0.71875,,,,,,
,,,1950,0.75,,,,,,
,,,1951,0.71875,,,,,,
,,,1952,0.71875,,,,,,
,,,1953,0.78125,,,,,,
,,,1954,0.78125,,,,,,
,,,1955,0.6875,,,,,,
,,,1956,0.84375,,,,,,
,,,1957,0.6875,,,,,,
,,,1958,0.84375,,,,,,
,,,1959,0.78125,,,,,,
,,,1960,0.8125,,,,,,
,,,1961,0.8125,,,,,,
,,,1962,0.75,,,,,,
,,,1963,0.6875,,,,,,
,,,1964,0.78125,,,,,,
,,,1965,0.78125,,,,,,
,,,1966,0.84375,,,,,,
,,,1967,0.8125,,,,,,
,,,1968,0.78125,,,,,,
,,,1969,0.71875,,,,,,
,,,1970,0.875,,,,,,
,,,1971,0.78125,,,,,,
,,,1972,0.65625,,,,,,
,,,1973,0.75,,,,,,
,,,1974,0.75,,,,,,
,,,1975,0.71875,,,,,,
,,,1976,0.71875,,,,,,
,,,1977,0.6875,,,,,,
,,,1978,0.78125,,,,,,
,,,1979,0.71875,,,,,,
,,,1980,0.84375,,,,,,
,,,1981,0.8125,,,,,,
,,,1982,0.65625,,,,,,
,,,1983,0.75,,,,,,
,,,1984,0.78125,,,,,,
,,,1985,0.6875,,,,,,
,,,1986,0.78125,,,,,,
,,,1987,0.78125,,,,,,
,,,1988,0.71875,,,,,,
,,,1989,0.84375,,,,,,
,,,1990,0.71875,,,,,,
,,,1991,0.8125,,,,,,
,,,1992,0.875,,,,,,
,,,1993,0.8125,,,,,,
,,,1994,0.75,,,,,,
,,,1995,0.71875,,,,,,
,,,1996,0.78125,,,,,,
,,,1997,0.71875,,,,,,
,,,1998,0.71875,,,,,,
,,,1999,0.71875,,,,,,
,,,2000,0.75,,,,,,
,,,2001,0.71875,,,,,,
,,,2002,0.75,,,,,,
,,,2003,0.78125,,,,,,
,,,2004,0.6875,,,,,,
,,,2005,0.90625,,,,,,
,,,2006,0.6875,,,,,,
,,,2007,0.78125,,,,,,
,,,2008,0.71875,,,,,,
,,,2009,0.90625,,,,,,
,,,2010,0.78125,,,,,,
,,,2011,0.75,,,,,,
,,,2012,0.75,,,,,,
,,,2013,0.71875,,,,,,
,,,2014,0.8125,,,,,,
,,,2015,0.84375,,,,,,
,,,2016,0.65625,,,,,,
,,,2017,0.8125,,,,,,
,,,2018,0.65625,,,,,,
,,,2019,0.65625,,,,,,
,,,2020,0.84375,,,,,,
,,,2021,0.78125,,,,,,
,,,2022,0.90625,,,,,,
,,,2023,0.75,,,,,,
,,,2024,0.875,,,,,,
,,,2025,0.75,,,,,,
,,,2026,0.84375,,,,,,
,,,2027,0.78125,,,,,,
,,,2028,0.8125,,,,,,
,,,2029,0.75,,,,,,
,,,2030,0.78125,,,,,,
,,,2031,0.84375,,,,,,
,,,2032,0.78125,,,,,,
,,,2033,0.78125,,,,,,
,,,2034,0.8125,,,,,,
,,,2035,0.875,,,,,,
,,,2036,0.71875,,,,,,
,,,2037,0.6875,,,,,,
,,,2038,0.65625,,,,,,
,,,2039,0.84375,,,,,,
,,,2040,0.75,,,,,,
,,12,18290,,0.6893190741539001,0.770799994468689,,,,
,,12,18290,,,,0.8103333115577698,,,
0.44052907824516296,0.8125,13,18299,,,,,,,
0.5201292037963867,0.8125,13,18349,,,,,,,
0.27235448360443115,0.9375,13,18399,,,,,,,
0.6146774291992188,0.71875,13,18449,,,,,,,
0.40845397114753723,0.84375,13,18499,,,,,,,
0.5540928244590759,0.84375,13,18549,,,,,,,
0.5917564034461975,0.78125,13,18599,,,,,,,
0.541248619556427,0.8125,13,18649,,,,,,,
0.6657693386077881,0.75,13,18699,,,,,,,
0.35767892003059387,0.90625,13,18749,,,,,,,
0.40269067883491516,0.875,13,18799,,,,,,,
0.3994121253490448,0.875,13,18849,,,,,,,
0.2863520681858063,0.90625,13,18899,,,,,,,
0.5175359845161438,0.78125,13,18949,,,,,,,
0.618756115436554,0.71875,13,18999,,,,,,,
0.41489535570144653,0.8125,13,19049,,,,,,,
0.7043660283088684,0.75,13,19099,,,,,,,
0.5317744016647339,0.8125,13,19149,,,,,,,
0.39693066477775574,0.90625,13,19199,,,,,,,
0.5812329053878784,0.8125,13,19249,,,,,,,
0.45412585139274597,0.875,13,19299,,,,,,,
0.6354814171791077,0.71875,13,19349,,,,,,,
0.5667921304702759,0.8125,13,19399,,,,,,,
0.5914015173912048,0.84375,13,19449,,,,,,,
0.8421729803085327,0.71875,13,19499,,,,,,,
0.3686763048171997,0.90625,13,19549,,,,,,,
0.5493203997612,0.78125,13,19599,,,,,,,
0.5213010907173157,0.84375,13,19649,,,,,,,
,,,2041,0.9375,,,,,,
,,,2042,0.875,,,,,,
,,,2043,0.6875,,,,,,
,,,2044,0.78125,,,,,,
,,,2045,0.75,,,,,,
,,,2046,0.75,,,,,,
,,,2047,0.84375,,,,,,
,,,2048,0.75,,,,,,
,,,2049,0.6875,,,,,,
,,,2050,0.65625,,,,,,
,,,2051,0.75,,,,,,
,,,2052,0.75,,,,,,
,,,2053,0.84375,,,,,,
,,,2054,0.75,,,,,,
,,,2055,0.8125,,,,,,
,,,2056,0.71875,,,,,,
,,,2057,0.75,,,,,,
,,,2058,0.78125,,,,,,
,,,2059,0.78125,,,,,,
,,,2060,0.8125,,,,,,
,,,2061,0.78125,,,,,,
,,,2062,0.625,,,,,,
,,,2063,0.65625,,,,,,
,,,2064,0.78125,,,,,,
,,,2065,0.78125,,,,,,
,,,2066,0.78125,,,,,,
,,,2067,0.8125,,,,,,
,,,2068,0.8125,,,,,,
,,,2069,0.8125,,,,,,
,,,2070,0.65625,,,,,,
,,,2071,0.5625,,,,,,
,,,2072,0.78125,,,,,,
,,,2073,0.8125,,,,,,
,,,2074,0.75,,,,,,
,,,2075,0.71875,,,,,,
,,,2076,0.875,,,,,,
,,,2077,0.75,,,,,,
,,,2078,0.8125,,,,,,
,,,2079,0.75,,,,,,
,,,2080,0.875,,,,,,
,,,2081,0.84375,,,,,,
,,,2082,0.75,,,,,,
,,,2083,0.8125,,,,,,
,,,2084,0.78125,,,,,,
,,,2085,0.71875,,,,,,
,,,2086,0.8125,,,,,,
,,,2087,0.875,,,,,,
,,,2088,0.75,,,,,,
,,,2089,0.78125,,,,,,
,,,2090,0.875,,,,,,
,,,2091,0.8125,,,,,,
,,,2092,0.8125,,,,,,
,,,2093,0.8125,,,,,,
,,,2094,0.75,,,,,,
,,,2095,0.8125,,,,,,
,,,2096,0.875,,,,,,
,,,2097,0.8125,,,,,,
,,,2098,0.8125,,,,,,
,,,2099,0.75,,,,,,
,,,2100,0.8125,,,,,,
,,,2101,0.78125,,,,,,
,,,2102,0.78125,,,,,,
,,,2103,0.875,,,,,,
,,,2104,0.8125,,,,,,
,,,2105,0.78125,,,,,,
,,,2106,0.6875,,,,,,
,,,2107,0.78125,,,,,,
,,,2108,0.75,,,,,,
,,,2109,0.6875,,,,,,
,,,2110,0.5,,,,,,
,,,2111,0.875,,,,,,
,,,2112,0.65625,,,,,,
,,,2113,0.75,,,,,,
,,,2114,0.6875,,,,,,
,,,2115,0.9375,,,,,,
,,,2116,0.84375,,,,,,
,,,2117,0.90625,,,,,,
,,,2118,0.8125,,,,,,
,,,2119,0.71875,,,,,,
,,,2120,0.6875,,,,,,
,,,2121,0.71875,,,,,,
,,,2122,0.78125,,,,,,
,,,2123,0.875,,,,,,
,,,2124,0.78125,,,,,,
,,,2125,0.71875,,,,,,
,,,2126,0.8125,,,,,,
,,,2127,0.78125,,,,,,
,,,2128,0.84375,,,,,,
,,,2129,0.84375,,,,,,
,,,2130,0.78125,,,,,,
,,,2131,0.78125,,,,,,
,,,2132,0.6875,,,,,,
,,,2133,0.625,,,,,,
,,,2134,0.71875,,,,,,
,,,2135,0.78125,,,,,,
,,,2136,0.75,,,,,,
,,,2137,0.84375,,,,,,
,,,2138,0.8125,,,,,,
,,,2139,0.6875,,,,,,
,,,2140,0.8125,,,,,,
,,,2141,0.75,,,,,,
,,,2142,0.6875,,,,,,
,,,2143,0.71875,,,,,,
,,,2144,0.78125,,,,,,
,,,2145,0.8125,,,,,,
,,,2146,0.78125,,,,,,
,,,2147,0.8125,,,,,,
,,,2148,0.78125,,,,,,
,,,2149,0.84375,,,,,,
,,,2150,0.78125,,,,,,
,,,2151,0.78125,,,,,,
,,,2152,0.90625,,,,,,
,,,2153,0.8125,,,,,,
,,,2154,0.78125,,,,,,
,,,2155,0.6875,,,,,,
,,,2156,0.78125,,,,,,
,,,2157,0.625,,,,,,
,,,2158,0.71875,,,,,,
,,,2159,0.71875,,,,,,
,,,2160,0.6875,,,,,,
,,,2161,0.75,,,,,,
,,,2162,0.875,,,,,,
,,,2163,0.8125,,,,,,
,,,2164,0.875,,,,,,
,,,2165,0.8125,,,,,,
,,,2166,0.78125,,,,,,
,,,2167,0.75,,,,,,
,,,2168,0.84375,,,,,,
,,,2169,0.65625,,,,,,
,,,2170,0.75,,,,,,
,,,2171,0.875,,,,,,
,,,2172,0.8125,,,,,,
,,,2173,0.75,,,,,,
,,,2174,0.71875,,,,,,
,,,2175,0.8125,,,,,,
,,,2176,0.65625,,,,,,
,,,2177,0.65625,,,,,,
,,,2178,0.75,,,,,,
,,,2179,0.90625,,,,,,
,,,2180,0.71875,,,,,,
,,,2181,0.84375,,,,,,
,,,2182,0.8125,,,,,,
,,,2183,0.8125,,,,,,
,,,2184,0.71875,,,,,,
,,,2185,0.78125,,,,,,
,,,2186,0.6875,,,,,,
,,,2187,0.9375,,,,,,
,,,2188,0.8125,,,,,,
,,,2189,0.71875,,,,,,
,,,2190,0.78125,,,,,,
,,,2191,0.875,,,,,,
,,,2192,0.75,,,,,,
,,,2193,0.75,,,,,,
,,,2194,0.65625,,,,,,
,,,2195,0.6875,,,,,,
,,,2196,0.875,,,,,,
,,,2197,0.875,,,,,,
,,13,19697,,0.6925684809684753,0.774399995803833,,,,
,,13,19697,,,,0.820111095905304,,,
0.6263675093650818,0.78125,14,19699,,,,,,,
0.5725268125534058,0.8125,14,19749,,,,,,,
0.5009415149688721,0.78125,14,19799,,,,,,,
0.5588052272796631,0.71875,14,19849,,,,,,,
0.2699635624885559,0.9375,14,19899,,,,,,,
0.4850136339664459,0.84375,14,19949,,,,,,,
0.3732813000679016,0.90625,14,19999,,,,,,,
0.45035892724990845,0.90625,14,20049,,,,,,,
0.8323023319244385,0.75,14,20099,,,,,,,
0.17758974432945251,0.96875,14,20149,,,,,,,
0.48626136779785156,0.8125,14,20199,,,,,,,
0.5883230566978455,0.8125,14,20249,,,,,,,
0.6932994723320007,0.78125,14,20299,,,,,,,
0.4974566102027893,0.8125,14,20349,,,,,,,
1.0559676885604858,0.71875,14,20399,,,,,,,
0.5353530645370483,0.84375,14,20449,,,,,,,
0.4322940707206726,0.78125,14,20499,,,,,,,
0.5139915943145752,0.78125,14,20549,,,,,,,
0.7850316166877747,0.75,14,20599,,,,,,,
0.2566409707069397,0.875,14,20649,,,,,,,
0.5875090956687927,0.78125,14,20699,,,,,,,
0.4695703685283661,0.8125,14,20749,,,,,,,
0.47482410073280334,0.78125,14,20799,,,,,,,
0.24525532126426697,0.90625,14,20849,,,,,,,
0.30604928731918335,0.90625,14,20899,,,,,,,
0.6454262137413025,0.71875,14,20949,,,,,,,
0.3406524956226349,0.90625,14,20999,,,,,,,
0.8236002326011658,0.78125,14,21049,,,,,,,
0.36112767457962036,0.875,14,21099,,,,,,,
,,,2198,0.84375,,,,,,
,,,2199,0.78125,,,,,,
,,,2200,0.6875,,,,,,
,,,2201,0.65625,,,,,,
,,,2202,0.8125,,,,,,
,,,2203,0.78125,,,,,,
,,,2204,0.90625,,,,,,
,,,2205,0.78125,,,,,,
,,,2206,0.71875,,,,,,
,,,2207,0.90625,,,,,,
,,,2208,0.6875,,,,,,
,,,2209,0.71875,,,,,,
,,,2210,0.75,,,,,,
,,,2211,0.71875,,,,,,
,,,2212,0.8125,,,,,,
,,,2213,0.875,,,,,,
,,,2214,0.78125,,,,,,
,,,2215,0.71875,,,,,,
,,,2216,0.8125,,,,,,
,,,2217,0.78125,,,,,,
,,,2218,0.78125,,,,,,
,,,2219,0.75,,,,,,
,,,2220,0.8125,,,,,,
,,,2221,0.75,,,,,,
,,,2222,0.8125,,,,,,
,,,2223,0.8125,,,,,,
,,,2224,0.90625,,,,,,
,,,2225,0.875,,,,,,
,,,2226,0.84375,,,,,,
,,,2227,0.78125,,,,,,
,,,2228,0.59375,,,,,,
,,,2229,0.75,,,,,,
